,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
415,13164,"COCKBURN, LESLIE",VA,5.0,DEM,2018,0.424804319,26.5,DEM,0.41683298799999996,0,0.23918000000000003,0.0,0.45,False,0.0,54726.0,70,0.0,77.42667,2418273.78,1388629.41
416,13169,"CLINE, BENJAMIN LEE",VA,6.0,REP,2018,0.359917555,26.6,DEM,0.667180153,0,0.17719000000000001,1.0,0.45,True,0.0,54525.0,44,0.0,79.9,725346.14,489640.75
417,13184,"BEDELL, EILEEN MCNEIL",VA,7.0,DEM,2018,0.489948745,37.3,DEM,0.42131365200000004,0,0.30153,0.0,0.45,False,0.0,77533.0,500,0.0,79.6,4918206.8,3314495.97
418,13190,"BEYER, DONALD STERNOFF HONORABLE JR.",VA,8.0,DEM,2018,0.726055371,61.1,DEM,0.68553617,1,0.37284,1.0,0.45,False,0.0,104149.0,42,100.0,78.91579,1859623.2,1593436.52
419,13195,"BOYD, JANICE ALLEN",VA,9.0,DEM,2018,0.295001858,19.7,DEM,0.283675618,0,0.09224,1.0,0.45,False,0.0,43987.0,184,0.0,78.20476,817405.12,656241.84
420,13200,"ADAMS, KIMBERLY",VA,10.0,DEM,2018,0.636863159,54.4,DEM,0.471447891,0,0.31555,0.0,0.45,False,0.0,122092.0,5,0.0,77.3,4542463.82,2950507.92
421,13212,"CONNOLLY, GERALD EDWARD",VA,11.0,DEM,2018,0.671077081,54.4,DEM,1.0,1,0.42266000000000004,1.0,0.45,False,,106527.0,104,100.0,77.9,1832804.72,971810.05
423,13220,"FREILICH, DANIEL ADAM",VT,0.0,DEM,2018,,36.2,DEM,0.0,0,0.05835,1.0,0.33,False,4.0,57513.0,12,0.0,77.3,755584.47,568834.3
424,13222,"BEELER, JEFFREY ALLEN SR",WA,1.0,REP,2018,0.707353295,41.6,DEM,0.44546586200000005,0,0.22749,1.0,0.35,True,4.0,94638.0,15,25.7,78.1,15000.0,11607.58
425,13229,"CARLSON, COLLIN RICHARD",WA,2.0,DEM,2018,0.583129748,30.0,DEM,0.640463635,0,0.23495,1.0,0.35,False,4.0,69599.0,500,0.0,77.6,1014449.16,896923.78
426,13240,"BEUTLER, JAIME HERRERA",WA,3.0,REP,2018,0.49821063600000004,23.8,DEM,0.6140089470000001,1,0.13283,1.0,0.35,True,0.0,66030.0,133,42.1,77.1,2007723.86,1597999.0
427,13243,"BROWN, CHRISTINE CAROL",WA,4.0,DEM,2018,0.381611607,19.6,DEM,0.0,0,0.25064000000000003,0.0,0.35,False,0.0,54262.0,22,100.0,77.42667,410623.92,321063.77
428,13247,"BONNEAU, JERED GAVIN",WA,5.0,REP,2018,0.42726400200000003,28.4,DEM,0.5951830579999999,0,0.12657000000000002,1.0,0.35,True,4.0,52214.0,500,0.0,56,5013004.0,4248373.0
429,13253,"DIGHTMAN, DOUGLAS",WA,6.0,REP,2018,0.538653983,28.6,DEM,0.38292514299999997,0,0.18571,1.0,0.35,True,4.0,63129.0,50,32.3,56.4,35685.0,32812.5
430,13255,"JAYAPAL, PRAMILA",WA,7.0,DEM,2018,0.723918845,58.2,DEM,1.0,1,0.27134,0.0,0.35,False,4.0,86452.0,500,100.0,55.74211,1982156.6,1063131.49
431,13258,"AHN, POGA",WA,8.0,DEM,2018,0.6958504240000001,33.0,DEM,0.399550511,0,0.2506,1.0,0.35,False,0.0,83495.0,500,0.0,55.28095,5334751.1,3567406.63
432,13279,"BASLER, DOUGLAS MICHAEL",WA,9.0,REP,2018,0.71040611,40.3,DEM,0.269749985,0,0.49668999999999996,1.0,0.35,True,0.0,80283.0,50,0.0,54.9,,
433,13285,"BRUMBLES, JOSEPH",WA,10.0,REP,2018,0.547808842,26.7,DEM,0.413321934,0,0.26882,1.0,0.35,True,,66307.0,11,31.7,78,0.0,0.0
434,13293,"BOIVIN, BRADLEY THOMAS DR.",WI,1.0,REP,2018,,27.3,REP,0.650174651,0,0.13102,1.0,0.4,True,0.0,65381.0,57,0.0,55.22,1664275.83,1032315.17
435,13295,"POCAN, MARK",WI,2.0,DEM,2018,,40.2,REP,0.687455787,1,0.14512,1.0,0.4,False,0.0,68089.0,18,100.0,56,971396.32,802595.6
436,13298,"GERMANOTTA, JULIET DITA",WI,3.0,DEM,2018,,24.3,REP,1.0,0,0.06587,0.0,0.4,False,4.0,54704.0,500,0.0,56.4,2143507.25,1477010.77
437,13300,"GEORGE, GARY R.",WI,4.0,DEM,2018,,27.1,REP,0.770405042,0,0.49435,1.0,0.4,False,1.0,42087.0,47,0.0,55.74211,895505.16,881929.06
438,13309,"GARCIA, RAMON HYRON MR",WI,5.0,DEM,2018,,35.7,REP,0.293137446,0,0.09268,1.0,0.4,False,0.0,70709.0,500,0.0,55.28095,212919.4,166937.68
439,13313,"GROTHMAN, GLENN S.",WI,6.0,REP,2018,,25.2,REP,0.57197673,1,0.078,1.0,0.4,True,0.0,59685.0,157,100.0,54.9,1651386.31,729747.64
440,13317,"CAMPOS, ALLEN EUGENE",WI,7.0,DEM,2018,,22.0,REP,0.382293261,0,0.06884,1.0,0.4,False,0.0,54355.0,130,0.0,54.7,87757.31,55072.37
441,13325,"GALLAGHER, MICHAEL JOHN",WI,8.0,REP,2018,,24.9,REP,0.6267048270000001,1,0.10740999999999999,1.0,0.4,True,,61163.0,1,100.0,54.9,2631372.04,1201550.86
442,13329,"BAXTER, RALPH",WV,1.0,DEM,2018,0.27954005600000004,21.8,REP,0.310264102,0,0.059629999999999996,1.0,0.62,False,0.0,47450.0,171,0.0,54.9,224282.45,160239.69
443,13331,"MOONEY, ALEXANDER XAVIER",WV,2.0,REP,2018,0.308560176,21.2,REP,0.582262862,1,0.08932999999999999,1.0,0.62,True,0.0,48426.0,106,100.0,55.5,1662294.66,623654.82
444,13345,"AMJAD, AYNE",WV,3.0,REP,2018,0.2428536,15.6,REP,0.678860564,0,0.06786,0.0,0.62,True,,36000.0,500,0.0,56,1164377.32,874822.07
445,13349,"CHENEY, ELIZABETH MRS.",WY,0.0,REP,2018,,26.0,REP,0.622000415,1,0.08786000000000001,0.0,0.61,True,4.0,60434.0,12,68.0,56,806920.51,624046.54
